AgmtID,Unique,C1_Region,C1_LDC,C2_OECD,C2_G20,C2_BEPS,C1,C2,Signedyear,Effectiveyear,Type,Ratified,Terminated,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,12i,12ii,12iii,12iv,13i,13ii,16i,18i,18ii,21i,27i,source.country,destination.country
2772,1,Asia,FALSE,FALSE,TRUE,TRUE,Mongolia,India,1994,1994,New treaty,Yes,No,9,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,15,"NA",15,15,15,YES,YES,15,YES,YES,NO,NO,NO,YES,No,MNG,IND
4005,1,Africa,TRUE,TRUE,FALSE,TRUE,Mozambique,Portugal,1991,1994,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",YES,NO,NO,NO,NO,YES,Yes,MOZ,PRT
4297,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Spain,1989,1994,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,YES,YES,10,10,15,15,15,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,PHL,ESP
4771,1,Africa,TRUE,TRUE,TRUE,TRUE,Uganda,United Kingdom,1992,1994,Renegotiation,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,15,15,YES,YES,15,NO,NO,NO,NO,NO,NO,No,UGA,GBR
298,1,Asia,FALSE,TRUE,TRUE,TRUE,Vietnam,Australia,1992,1993,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,VNM,AUS
593,1,Asia,TRUE,FALSE,TRUE,TRUE,Bangladesh,India,1991,1993,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,25,15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,YES,Yes,BGD,IND
1406,1,Asia,FALSE,FALSE,TRUE,TRUE,Mongolia,China (People's Rep.),1991,1993,New treaty,Yes,No,18,YES,18,YES,YES,NO,NO,YES,NO,NO,NO,5,"NA",5,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,NO,No,MNG,CHN
4038,1,Africa,FALSE,TRUE,FALSE,TRUE,Nigeria,Netherlands,1991,1993,New treaty,Yes,No,3,YES,3,YES,YES,NO,NO,YES,YES,YES,NO,12.5,10,15,12.5,12.5,YES,YES,"NA",NO,YES,NO,YES,NO,YES,No,NGA,NLD
4278,1,Asia,FALSE,FALSE,FALSE,FALSE,Papua New Guinea,Singapore,1991,1993,New treaty,Yes,No,6,YES,3,YES,YES,YES,NO,NO,NO,NO,NO,15,"NA",15,10,10,YES,YES,"NA",YES,YES,NO,YES,NO,YES,No,PNG,SGP
4547,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Singapore,1994,1993,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,50,12.5,10,5,YES,YES,"NA",NO,NO,NO,NO,NO,YES,No,VNM,SGP
4743,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Thailand,1992,1993,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,"NA",15,15,15,YES,YES,"NA",NO,YES,NO,NO,NO,YES,No,VNM,THA
254,1,Asia,TRUE,TRUE,TRUE,TRUE,Kiribati,Australia,1991,1992,New treaty,Yes,No,3,YES,3,YES,YES,YES,NO,NO,YES,NO,YES,20,"NA",20,10,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,KIR,AUS
284,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,Australia,1989,1992,New treaty,Yes,No,6,YES,6,YES,YES,YES,NO,NO,YES,YES,YES,15,"NA",15,10,10,YES,YES,"NA",YES,YES,NO,NO,NO,YES,No,LKA,AUS
597,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,Japan,1991,1992,New treaty,Yes,No,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,10,25,15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,YES,No,BGD,JPN
1044,1,Asia,FALSE,FALSE,TRUE,TRUE,Philippines,Brazil,1983,1992,New treaty,Yes,No,6,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,15,"NA",25,15,15,YES,YES,"NA",NO,YES,NO,YES,NO,YES,No,PHL,BRA
2217,1,Africa,FALSE,TRUE,TRUE,TRUE,Nigeria,France,1990,1992,New treaty,Yes,No,3,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,12.5,10,15,12.5,12.5,YES,YES,"NA","NA","NA",NO,YES,NO,YES,No,NGA,FRA
3105,1,Asia,FALSE,TRUE,TRUE,TRUE,Pakistan,Italy,1984,1992,New treaty,Yes,No,6,YES,3,NO,NO,YES,NO,YES,YES,YES,YES,15,25,25,30,30,YES,YES,"NA",YES,YES,YES,NO,NO,YES,No,PAK,ITA
3366,1,Asia,FALSE,TRUE,TRUE,TRUE,Mongolia,Korea (Rep.),1992,1992,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,"NA",5,5,10,YES,YES,"NA",YES,NO,NO,NO,NO,NO,No,MNG,KOR
3889,1,Africa,FALSE,FALSE,FALSE,FALSE,Zimbabwe,Mauritius,1992,1992,New treaty,Yes,No,6,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,10,25,20,10,15,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,ZWE,MUS
4046,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Netherlands,1989,1992,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,NO,NO,YES,YES,10,10,15,15,15,YES,YES,"NA",NO,NO,NO,YES,NO,"NA",No,PHL,NLD
4105,1,Africa,FALSE,TRUE,FALSE,TRUE,Zimbabwe,Netherlands,1989,1992,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,25,20,10,10,YES,YES,10,NO,YES,NO,YES,YES,NO,No,ZWE,NLD
4207,1,Africa,FALSE,TRUE,FALSE,TRUE,Zimbabwe,Norway,1989,1992,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,NO,YES,YES,NO,15,25,20,10,10,YES,YES,10,NO,YES,YES,NO,YES,YES,No,ZWE,NOR
4280,1,Asia,FALSE,TRUE,TRUE,TRUE,Papua New Guinea,United Kingdom,1991,1992,New treaty,Yes,No,6,NO,6,NO,NO,YES,NO,NO,NO,NO,NO,17,"NA",17,10,10,YES,YES,10,"NA","NA",NO,NO,NO,NO,No,PNG,GBR
1159,1,Africa,FALSE,FALSE,FALSE,FALSE,Zimbabwe,Bulgaria,1988,1991,New treaty,Yes,No,6,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,25,20,10,10,YES,YES,10,YES,NO,NO,NO,YES,NO,No,ZWE,BGR
1695,1,Africa,FALSE,TRUE,FALSE,TRUE,Nigeria,Czech Republic,1989,1991,New treaty,Yes,No,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,"NA",12.5,10,15,15,15,YES,YES,"NA",NO,NO,NO,YES,YES,YES,No,NGA,CZE
2869,1,Asia,FALSE,FALSE,TRUE,TRUE,Pakistan,Indonesia,1990,1991,New treaty,Yes,No,3,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,15,15,YES,YES,15,YES,NO,YES,YES,NO,YES,No,PAK,IDN
3158,1,Africa,FALSE,TRUE,FALSE,TRUE,Ivory Coast,Switzerland,1987,1991,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,15,"NA",15,15,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,CIV,CHE
4136,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Nigeria,1989,1991,New treaty,Yes,No,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,12.5,10,15,15,15,YES,YES,"NA",NO,YES,NO,YES,NO,YES,No,PAK,NGA
4136,0,Africa,FALSE,FALSE,FALSE,FALSE,Nigeria,Pakistan,1989,1991,New treaty,Yes,No,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,12.5,10,15,15,15,YES,YES,"NA",NO,YES,NO,YES,NO,YES,No,NGA,PAK
4140,1,Africa,FALSE,TRUE,FALSE,TRUE,Nigeria,Slovak Republic,1989,1991,New treaty,Yes,No,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,"NA",12.5,10,15,15,15,YES,YES,"NA",NO,NO,NO,YES,YES,YES,No,NGA,SVK
4638,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Thailand,1988,1991,New treaty,Yes,No,6,NO,6,NO,NO,YES,YES,YES,YES,YES,YES,15,"NA",15,25,15,YES,YES,"NA",NO,YES,YES,NO,NO,YES,No,LKA,THA
272,1,Asia,FALSE,TRUE,TRUE,TRUE,Papua New Guinea,Australia,1989,1990,New treaty,Yes,No,3,YES,3,YES,YES,YES,NO,NO,YES,NO,NO,20,"NA",20,10,10,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,PNG,AUS
591,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,Germany,1990,1990,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,"NA",15,10,10,YES,YES,"NA",YES,YES,NO,NO,NO,YES,No,BGD,DEU
1255,1,Asia,FALSE,TRUE,TRUE,TRUE,Papua New Guinea,Canada,1987,1990,New treaty,Yes,No,3,YES,3,NO,NO,YES,NO,YES,YES,NO,NO,25,"NA",25,10,10,YES,YES,"NA",YES,NO,NO,YES,NO,YES,No,PNG,CAN
1416,1,Asia,FALSE,FALSE,TRUE,TRUE,Pakistan,China (People's Rep.),1989,1990,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,10,"NA",10,10,12.5,YES,YES,12.5,YES,YES,YES,NO,YES,YES,No,PAK,CHN
3108,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,Italy,1980,1990,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,15,"NA",15,5,25,YES,YES,"NA",YES,NO,NO,NO,NO,NO,No,PHL,ITA
4685,1,Africa,FALSE,TRUE,FALSE,TRUE,Zimbabwe,Sweden,1989,1990,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,15,25,20,10,10,YES,YES,10,NO,YES,YES,YES,YES,YES,No,ZWE,SWE
610,1,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Romania,1987,1989,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,10,10,NO,YES,"NA",YES,NO,NO,NO,NO,YES,No,BGD,ROU
613,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Bangladesh,1986,1989,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,"NA",15,"NA",15,15,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,LKA,BGD
613,0,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Sri Lanka,1986,1989,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,"NA",15,"NA",15,15,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,BGD,LKA
1303,1,Africa,TRUE,TRUE,TRUE,TRUE,Zambia,Canada,1984,1989,New treaty,Yes,No,3,YES,3,YES,YES,YES,YES,YES,YES,YES,NO,15,"NA",15,15,15,YES,YES,"NA",YES,NO,NO,YES,NO,YES,No,ZMB,CAN
1476,1,Africa,FALSE,TRUE,TRUE,TRUE,Congo (Rep.),France,1987,1989,Renegotiation,Yes,No,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,15,10,20,0,15,NO,NO,"NA",YES,YES,NO,NO,YES,NO,Yes,COG,FRA
4176,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Norway,1986,1989,Renegotiation,Yes,No,6,NO,6,YES,YES,YES,YES,YES,YES,YES,YES,15,"NA",15,10,10,YES,YES,"NA",NO,YES,YES,NO,YES,NO,No,LKA,NOR
4253,1,Asia,FALSE,TRUE,TRUE,TRUE,Pakistan,Turkey,1985,1989,New treaty,Yes,No,6,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,10,25,15,10,10,YES,YES,"NA",NO,YES,YES,NO,NO,NO,No,PAK,TUR
590,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,France,1987,1988,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,10,10,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,BGD,FRA
1165,1,Africa,FALSE,TRUE,TRUE,TRUE,Cameroon,Canada,1982,1988,New treaty,Yes,No,0,NO,6,YES,YES,YES,NO,YES,NO,NO,NO,20,"NA",20,20,20,YES,YES,"NA","NA","NA",YES,YES,NO,YES,No,CMR,CAN
1808,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Denmark,1987,1988,Renegotiation,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,15,"NA",15,15,12,YES,YES,12,YES,YES,YES,YES,YES,YES,No,PAK,DNK
3068,1,Africa,FALSE,TRUE,TRUE,TRUE,Ivory Coast,Italy,1982,1988,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,15,"NA",15,15,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,CIV,ITA
4145,1,Africa,FALSE,TRUE,TRUE,TRUE,Nigeria,United Kingdom,1987,1988,New treaty,Yes,No,3,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,12.5,10,15,12.5,12.5,YES,YES,"NA","NA","NA",NO,NO,NO,"NA",No,NGA,GBR
4146,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Norway,1986,1988,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,15,"NA",15,10,12,YES,YES,12,NO,YES,YES,NO,NO,YES,No,PAK,NOR
4258,1,Asia,FALSE,TRUE,TRUE,TRUE,Pakistan,United Kingdom,1986,1988,Renegotiation,Yes,No,6,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,15,"NA",20,15,12.5,YES,YES,12.5,NO,NO,NO,NO,NO,"NA",No,PAK,GBR
982,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Bosnia and Herzegovina,1985,1987,New treaty,Yes,No,9,NO,9,YES,YES,YES,NO,NO,NO,NO,YES,12.5,"NA",12.5,10,10,YES,YES,"NA",NO,YES,NO,NO,NO,NO,No,LKA,BIH
1222,1,Africa,FALSE,TRUE,TRUE,TRUE,Kenya,Canada,1983,1987,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,15,10,25,15,15,YES,YES,15,YES,NO,NO,YES,NO,YES,No,KEN,CAN
1549,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Croatia,1985,1987,New treaty,Yes,No,9,NO,9,YES,YES,YES,NO,NO,NO,NO,YES,12.5,"NA",12.5,10,10,YES,YES,"NA",NO,YES,NO,NO,NO,NO,No,LKA,HRV
2498,1,Africa,FALSE,TRUE,TRUE,TRUE,Zimbabwe,Germany,1988,1987,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,25,20,10,7.5,YES,YES,7.5,NO,YES,NO,YES,NO,NO,No,ZWE,DEU
3160,1,Africa,FALSE,TRUE,TRUE,TRUE,Ivory Coast,United Kingdom,1985,1987,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,"NA",15,15,10,YES,YES,10,NO,NO,NO,NO,NO,NO,No,CIV,GBR
3377,1,Asia,FALSE,TRUE,TRUE,TRUE,Pakistan,Korea (Rep.),1987,1987,New treaty,Yes,No,6,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,10,20,12.5,12.5,10,YES,YES,"NA",YES,YES,NO,NO,NO,YES,No,PAK,KOR
3382,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,Korea (Rep.),1984,1987,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,NO,YES,10,25,25,15,15,YES,YES,"NA",YES,NO,NO,NO,YES,NO,No,PHL,KOR
3708,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Macedonia (FYR),1985,1987,New treaty,Yes,No,9,NO,9,YES,YES,YES,NO,NO,NO,NO,YES,12.5,"NA",12.5,10,10,YES,YES,"NA",NO,YES,NO,NO,NO,NO,no,LKA,MKD
4240,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Singapore,1993,1987,New treaty,Yes,No,6,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,15,"NA",15,12.5,10,NO,YES,10,NO,NO,NO,NO,NO,YES,No,PAK,SGP
4245,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Sweden,1985,1987,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,15,25,NO LIMIT,15,10,YES,YES,10,NO,NO,YES,"NA","NA",YES,No,PAK,SWE
4498,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Serbia and Montenegro,1985,1987,New treaty,Yes,No,9,NO,9,YES,YES,YES,NO,NO,NO,NO,YES,12.5,"NA",12.5,10,10,YES,YES,"NA",NO,YES,NO,NO,NO,NO,No,LKA,SCG
4570,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Slovenia,1985,1987,New treaty,Yes,Yes,9,NO,9,YES,YES,YES,NO,NO,NO,NO,YES,12.5,"NA",12.5,10,10,YES,YES,"NA",NO,YES,NO,NO,NO,NO,No,LKA,SVN
1214,1,Africa,FALSE,TRUE,TRUE,TRUE,Ivory Coast,Canada,1983,1986,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,"NA",15,15,10,YES,YES,"NA",YES,NO,NO,YES,NO,YES,No,CIV,CAN
1274,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,Canada,1982,1986,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,"NA",15,15,10,YES,YES,"NA",NO,YES,NO,NO,NO,YES,No,LKA,CAN
2146,1,Africa,TRUE,TRUE,FALSE,TRUE,Zambia,Finland,1978,1986,New treaty,Yes,No,6,YES,3,YES,YES,YES,YES,NO,NO,NO,NO,5,25,15,15,15,YES,YES,"NA",YES,NO,NO,YES,YES,YES,No,ZMB,FIN
4417,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Romania,1984,1986,New treaty,Yes,No,9,NO,9,YES,YES,NO,NO,YES,YES,YES,YES,12.5,"NA",12.5,10,10,YES,YES,"NA",NO,YES,YES,NO,NO,NO,No,LKA,ROU
887,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Belgium,1983,1985,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,YES,NO,YES,YES,15,"NA",15,10,10,YES,YES,"NA",NO,NO,NO,NO,YES,NO,No,LKA,BEL
2428,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,Germany,1983,1985,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,10,25,15,15,15,YES,YES,"NA",NO,YES,NO,NO,NO,YES,No,PHL,DEU
2754,1,Africa,FALSE,FALSE,TRUE,TRUE,Kenya,India,1985,1985,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,15,"NA",15,15,20,YES,YES,17,YES,NO,NO,NO,NO,YES,No,KEN,IND
4636,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Sweden,1983,1985,Renegotiation,Yes,No,6,NO,6,NO,NO,NO,YES,YES,YES,YES,YES,15,"NA",15,10,10,NO,YES,"NA",NO,YES,NO,YES,NO,YES,No,LKA,SWE
614,1,Asia,TRUE,TRUE,FALSE,TRUE,Bangladesh,Sweden,1982,1984,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,15,10,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,BGD,SWE
3747,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Malaysia,1982,1984,New treaty,Yes,No,6,YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,15,"NA",25,15,25,YES,YES,"NA",YES,NO,NO,YES,NO,YES,No,PHL,MYS
404,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Austria,1981,1983,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,10,10,25,15,15,YES,YES,"NA",YES,NO,NO,NO,YES,NO,No,PHL,AUT
598,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,Korea (Rep.),1983,1983,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,10,10,NO,YES,"NA",YES,NO,NO,NO,NO,YES,No,BGD,KOR
851,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Belgium,1980,1983,New treaty,Yes,No,6,YES,3,YES,YES,YES,NO,YES,YES,YES,NO,10,20,15,15,20,YES,YES,"NA",NO,YES,YES,NO,NO,NO,No,PAK,BEL
2193,1,Africa,TRUE,TRUE,TRUE,TRUE,Madagascar,France,1983,1983,New treaty,Yes,No,0,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,25,25,15,15,YES,NO,10,YES,NO,NO,NO,NO,NO,Yes,MDG,FRA
2454,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,Germany,1979,1983,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,"NA",15,10,10,YES,YES,"NA",NO,YES,NO,NO,NO,"NA",No,LKA,DEU
4103,1,Africa,TRUE,TRUE,FALSE,TRUE,Zambia,Netherlands,1977,1983,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,YES,YES,"NA",NO,NO,NO,YES,NO,NO,No,ZMB,NLD
4243,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Pakistan,1981,1983,New treaty,Yes,No,6,NO,6,NO,NO,YES,NO,YES,YES,YES,YES,15,"NA",15,10,20,YES,YES,"NA",NO,YES,YES,NO,NO,NO,No,LKA,PAK
4243,0,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Sri Lanka,1981,1983,New treaty,Yes,No,6,NO,6,NO,NO,YES,NO,YES,YES,YES,YES,15,"NA",15,10,20,YES,YES,"NA",NO,YES,YES,NO,NO,NO,No,PAK,LKA
4304,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Thailand,1982,1983,New treaty,Yes,No,6,NO,6,YES,YES,YES,YES,YES,NO,NO,YES,15,15,NO LIMIT,25,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,PHL,THA
4309,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,United States,1976,1983,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,YES,YES,20,10,25,15,25,YES,NO,"NA",NO,NO,"NA",NO,NO,"NA",Yes,PHL,USA
4326,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Poland,1980,1983,New treaty,Yes,No,6,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,15,"NA",15,10,10,NO,NO,"NA",NO,"NA","NA",NO,NO,"NA",No,LKA,POL
587,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,Canada,1982,1982,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,15,"NA",15,15,10,YES,YES,"NA",YES,NO,NO,YES,YES,YES,No,BGD,CAN
2102,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Finland,1978,1982,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,YES,YES,15,10,NO LIMIT,15,25,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,PHL,FIN
2250,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,France,1981,1982,New treaty,Yes,No,6,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,15,"NA",15,10,10,NO,NO,"NA","NA","NA",NO,NO,YES,YES,No,LKA,FRA
2379,1,Africa,FALSE,TRUE,TRUE,TRUE,Ivory Coast,Germany,1979,1982,New treaty,Yes,No,6,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,"NA",15,15,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,CIV,DEU
4043,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Netherlands,1982,1982,New treaty,Yes,No,6,YES,4,NO,NO,YES,NO,YES,YES,YES,NO,10,25,20,20,15,YES,YES,"NA",YES,NO,NO,YES,NO,"NA",No,PAK,NLD
4637,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Switzerland,1983,1982,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,10,25,15,10,10,YES,YES,5,NO,NO,NO,NO,NO,NO,No,LKA,CHE
601,1,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Malaysia,1983,1981,New treaty,Yes,No,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,"NA",15,15,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,BGD,MYS
853,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Belgium,1976,1981,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,10,15,10,15,YES,YES,"NA",NO,YES,NO,NO,NO,YES,Yes,PHL,BEL
2122,1,Asia,FALSE,TRUE,FALSE,TRUE,Sri Lanka,Finland,1982,1981,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,YES,YES,15,"NA",15,10,10,NO,YES,"NA",YES,YES,YES,NO,YES,NO,No,LKA,FIN
3199,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,Japan,1980,1981,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,NO,YES,YES,YES,10,25,25,15,25,YES,YES,"NA",YES,NO,NO,NO,NO,NO,No,PHL,JPN
4108,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,New Zealand,1980,1981,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,YES,YES,NO,YES,15,"NA",15,10,15,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,PHL,NZL
4795,1,Africa,FALSE,TRUE,TRUE,TRUE,Zimbabwe,United Kingdom,1982,1981,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,20,10,10,YES,YES,10,YES,NO,NO,NO,NO,NO,No,ZWE,GBR
273,1,Asia,FALSE,TRUE,TRUE,TRUE,Philippines,Australia,1979,1980,New treaty,Yes,No,6,YES,6,YES,YES,YES,NO,YES,YES,NO,NO,15,"NA",25,15,25,YES,YES,"NA",NO,NO,NO,NO,NO,"NA",No,PHL,AUS
596,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,Italy,1990,1980,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,15,10,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,BGD,ITA
606,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Bangladesh,1981,1980,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,"NA",15,15,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,PAK,BGD
